ID_ENTIDAD;GUID_ENTIDAD;RUC;RAZON_SOCIAL;NOMBRE_COMERCIAL
1;4E0E8E3E-0CF5-44B1-B0DC-A37A0A4A8FFF;20148092282;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS
2;C35E6B46-CC5C-471B-989F-4A712266963B;20143660754;UNIVERSIDAD NACIONAL DE SAN CRISTOBAL DE HUAMANGA;UNIVERSIDAD NACIONAL DE SAN CRISTÓBAL DE HUAMANGA
3;9BA71125-110B-4474-ABD9-4C2CC60F72A9;20172474501;UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO;UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO
4;CF5F8EBE-169D-4B78-B7F7-E74BF2CE9AA0;20172557628;UNIVERSIDAD NACIONAL DE TRUJILLO;UNIVERSIDAD NACIONAL DE TRUJILLO
5;BCFED468-7445-4854-A0E9-57E02FE44855;20163646499;UNIVERSIDAD NACIONAL DE SAN AGUSTIN DE AREQUIPA;UNIVERSIDAD NACIONAL DE SAN AGUSTÍN
6;EFA9C78A-06F3-4CF2-85AB-DD8C39556F0F;20169004359;UNIVERSIDAD NACIONAL DE INGENIERIA;UNIVERSIDAD NACIONAL DE INGENIERÍA
7;FCFCAE5C-77A9-478D-9E5F-5CDB53A112CD;20147897406;UNIVERSIDAD NACIONAL AGRARIA LA MOLINA;UNIVERSIDAD NACIONAL AGRARIA LA MOLINA
8;50E96ACF-EDBF-4AF6-803C-76B0A67E58BB;20155945860;PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU;PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ
9;8290754D-96A7-432D-884B-72A007D17C8E;20148421014;UNIVERSIDAD NACIONAL SAN LUIS GONZAGA DE ICA;UNIVERSIDAD NACIONAL SAN LUIS GONZAGA
10;89B506DC-5DFB-4F21-ADC6-C71210F0C464;20145561095;UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU;UNIVERSIDAD NACIONAL DEL CENTRO DEL PERÚ
11;F0213D94-32AB-4963-B312-64B20C2DEFF7;20180260316;UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA;UNIVERSIDAD NACIONAL DE LA AMAZONÍA PERUANA
12;22604658-669E-457C-BC43-4D2F39B561DE;20145496170;UNIVERSIDAD NACIONAL DEL ALTIPLANO;UNIVERSIDAD NACIONAL DEL ALTIPLANO
13;7C34A3A9-3E5F-4587-A9FA-52F2DE9D983A;20172606777;UNIVERSIDAD NACIONAL DE PIURA;UNIVERSIDAD NACIONAL DE PIURA
14;7BE461BA-9A82-47D2-A78C-98F54CDC5444;20110768151;UNIVERSIDAD PERUANA CAYETANO HEREDIA;UNIVERSIDAD PERUANA CAYETANO HEREDIA
15;24694F41-EFDF-4CD5-B1E0-78ED83665AA5;20141637941;UNIVERSIDAD CATÓLICA DE SANTA MARIA;UNIVERSIDAD CATÓLICA DE SANTA MARÍA
16;34DF47BF-CD6E-4FC9-BE6C-0FF8EE8FE084;20148258601;UNIVERSIDAD NACIONAL DE CAJAMARCA;UNIVERSIDAD NACIONAL DE CAJAMARCA
17;D55DDF2B-F29A-4603-972D-D325521F6637;20109705129;UNIVERSIDAD DEL PACIFICO;UNIVERSIDAD DEL PACÍFICO
18;25322939-3B42-4864-913F-9D0B719460AB;20107798049;UNIVERSIDAD DE LIMA;UNIVERSIDAD DE LIMA
19;0CE6DA96-5D72-4BC9-B8BB-26675ABD45BB;20138149022;UNIVERSIDAD DE SAN MARTIN DE PORRES;UNIVERSIDAD DE SAN MARTÍN DE PORRES
20;3C0C9C48-9901-41DA-B703-4877610C84A7;20141230329;UNIVERSIDAD FEMENINA DEL SAGRADO CORAZON;UNIVERSIDAD FEMENINA DEL SAGRADO CORAZÓN
21;EC3C9335-AC2A-4DAD-BC99-007D05C32FF3;12121035645;UNIVERSIDAD NACIONAL FEDERICO VILLARREAL;UNIVERSIDAD NACIONAL FEDERICO VILLARREAL
22;B343A30F-6B6C-475A-AC7A-2F69D25AAB0B;20172356720;UNIVERSIDAD NACIONAL AGRARIA DE LA SELVA;UNIVERSIDAD NACIONAL AGRARIA DE LA SELVA
23;E019B64E-E1F5-4F6A-8C22-32F020203F61;20172383531;UNIVERSIDAD NACIONAL HERMILIO VALDIZAN;UNIVERSIDAD NACIONAL HERMILIO VALDIZÁN
24;3C4DBC85-61E2-44DA-8016-77771BD74773;20108383471;UNIVERSIDAD INCA GARCILAZO DE LA VEGA;UNIVERSIDAD INCA GARCILASO DE LA VEGA ASOCIACIÓN CIVIL
25;10FC288D-E96E-421C-A426-1A5F82AC7880;20174950971;UNIVERSIDAD ENRIQUE GUZMAN Y VALLE;UNIVERSIDAD NACIONAL DE EDUCACIÓN ENRIQUE GUZMÁN Y VALLE
26;6F303DE5-C5B0-4BDD-AED0-D1984F5852B4;20154605046;UNIVERSIDAD NACIONAL DANIEL ALCIDES CARRION;UNIVERSIDAD NACIONAL DANIEL ALCÍDES CARRIÓN
27;CEFA9EC7-881C-43ED-AE10-E544DD240E39;20138705944;UNIVERSIDAD NACIONAL DEL CALLAO;UNIVERSIDAD NACIONAL DEL CALLAO
28;516A9FB7-0980-4980-ABDB-EE9887C30C71;20172299742;UNIVERSIDAD NACIONAL JOSE FAUSTINO SANCHEZ CARRION;UNIVERSIDAD NACIONAL JOSÉ FAUSTINO SÁNCHEZ CARRIÓN
29;09E71524-455A-4872-80F3-96AF76CC3EE9;20172627421;UNIVERSIDAD DE PIURA;UNIVERSIDAD DE PIURA
30;16FD4D80-55A5-4FB2-8E01-64F8908BABA7;20147883952;UNIVERSIDAD RICARDO PALMA;UNIVERSIDAD RICARDO PALMA
31;C9CD59FC-F616-4C4F-BCFF-C13F0CA5B8CC;20105685875;UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO - ENLACE;UNIVERSIDAD NACIONAL PEDRO RUÍZ GALLO
32;B7F04D09-3EBF-4CF6-86A3-702451320B7E;20147796634;UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN;UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN
33;A61612E7-737C-4ED8-A16F-CB7A5AE89908;20166550239;UNIVERSIDAD NACIONAL SANTIAGO ANTUNEZ DE MAYOLO;UNIVERSIDAD NACIONAL SANTIAGO ANTÚNEZ DE MAYOLO
34;9E42B743-9A2B-4271-8632-F947C9D966DA;20160766191;UNIVERSIDAD NACIONAL DE SAN MARTIN;UNIVERSIDAD NACIONAL DE SAN MARTÍN
35;3FD6DF2A-0FD1-4A48-A671-287192312EF6;20154598244;UNIVERSIDAD NACIONAL DE UCAYALI;UNIVERSIDAD NACIONAL DE UCAYALI
36;5BEDEA30-F2A2-4032-9877-5FAB30D57B87;20185851975;UNIVERSIDAD ANDINA NESTOR CACERES VELASQUEZ;UNIVERSIDAD ANDINA NÉSTOR CÁCERES VELÁSQUEZ
37;B1328A7D-481D-42F7-905F-5C797829FE4A;20129588463;UNIVERSIDAD PERUANA LOS ANDES;UNIVERSIDAD PERUANA LOS ANDES
38;93811F57-A3C7-4466-B232-5F42C3C6E55E;20138122256;UNIVERSIDAD PERUANA UNIÓN;UNIVERSIDAD PERUANA UNIÓN
39;FA78DB56-C2B5-47C3-9DA9-985F97493C83;20177395227;UNIVERSIDAD ANDINA DEL CUSCO;UNIVERSIDAD ANDINA DEL CUSCO
40;2DB2A773-DE38-4080-B49E-680D0C5275E9;20104985204;UNIVERSIDAD TECNOLOGICA DE LOS ANDES;UNIVERSIDAD TECNOLÓGICA DE LOS ANDES
41;70D8C31F-4A67-4B45-9811-31D071F25AA3;20177689051;UNIVERSIDAD NACIONAL DE TUMBES;UNIVERSIDAD NACIONAL DE TUMBES
42;CFFF677E-1A78-42B8-B9E9-ABC766631D0C;20148309109;UNIVERSIDAD NACIONAL DEL SANTA;UNIVERSIDAD NACIONAL DEL SANTA
43;4441BB6C-636F-497E-86E6-3B753F17AC37;20119917698;UNIVERSIDAD PRIVADA DE TACNA;UNIVERSIDAD PRIVADA DE TACNA
44;A64BA11C-418B-44F5-ACA7-F2C7AB5937B8;20209239541;UNIVERSIDAD PARTICULAR DE CHICLAYO;UNIVERSIDAD PARTICULAR DE CHICLAYO
46;8751DB4B-7022-4CF4-8689-CAD26620180E;20141878477;UNIVERSIDAD PRIVADA ANTENOR ORREGO;UNIVERSIDAD PRIVADA ANTENOR ORREGO
47;012A5B7B-AC3B-4C5A-8A76-F52576004A51;20120710436;UNIVERSIDAD DE HUÁNUCO;UNIVERSIDAD DE HUÁNUCO
49;42A03591-3439-40D0-BD4A-00676B4281CE;20111580996;UNIVERSIDAD MARCELINO CHAMPAGNAT;UNIVERSIDAD PRIVADA MARCELINO CHAMPAGNAT
51;D6D37098-9227-4B35-B8D2-10F90BF688EA;20168014962;UNIVERSIDAD NACIONAL DE HUANCAVELICA;UNIVERSIDAD NACIONAL DE HUANCAVELICA
54;77340F18-E7E4-4A4A-B9A7-3048429BCDA9;20211614545;UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.;UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.
55;967F467D-B496-4306-8539-6BE4FD95D1D0;20215276024;UNIVERSIDAD PRIVADA DEL NORTE S.A.C.;UNIVERSIDAD PRIVADA DEL NORTE S.A.C.
56;5F65D68F-32E8-4A40-AD11-48C23356D2FF;20297868790;UNIVERSIDAD SAN IGNACIO DE LOYOLA;UNIVERSIDAD SAN IGNACIO DE LOYOLA S.A.
57;EA0A198F-358F-41A7-AC78-6AD991C9FDF3;20303063766;UNIVERSIDAD ALAS PERUANAS S.A.;UNIVERSIDAD ALAS PERUANAS S.A.
58;D42CE573-EAE0-4DDF-AF7E-2FEF4B52C74B;20466246370;UNIVERSIDAD PRIVADA NORBERT WIENER;UNIVERSIDAD PRIVADA NORBERT WIENER
59;C0CDECF0-7B1C-4830-B4FD-117D86E124C7;20327998413;UNIVERSIDAD CATOLICA SAN PABLO;UNIVERSIDAD CATÓLICA SAN PABLO
61;DFB83D3F-93B2-46E4-83A2-6DED6210F7BD;20344818909;UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA SOCIEDAD ANONIMA CERRADA - UPSJB SAC;ASOCIACIÓN UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA
62;5A7E00FB-B598-431D-BF13-55A1492DA29D;20462509236;UNIVERSIDAD TECNOLOGICA DEL PERU S.A.C. O UTP S.A.C.;UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.
63;167294E7-EB7D-405A-8707-52CDB7CC8C6B;20319363221;UNIVERSIDAD CONTINENTAL;UNIVERSIDAD CONTINENTAL DE CIENCIAS E INGENIERIA
64;47685431-5F40-4D76-A002-30F791D14E2F;20421239275;UNIVERSIDAD CIENTÍFICA DEL SUR S.A.C;UNIVERSIDAD CIENTÍFICA DEL SUR S.A.C.
65;DB1D39F0-1695-4648-97ED-B0913F6563CF;20395492129;UNIVERSIDAD CATOLICA SANTO TORIBIO DE MOGROVEJO;UNIVERSIDAD CATÓLICA SANTO TORIBIO DE MOGROVEJO
66;4BE26761-8453-492D-948C-CB4A9219E1A9;20411007376;UNIVERSIDAD PRIVADA ANTONIO GUILLERMO URRELO;UNIVERSIDAD PRIVADA ANTONIO GUILLERMO URRELO
67;35DBC0F9-65BE-4FB2-86AF-587C5DA488D9;20505378629;UNIVERSIDAD CATOLICA SEDES SAPIENTIAE;UNIVERSIDAD CATÓLICA SEDES SAPIENTIAE
68;2F837D7E-65A5-4105-BD61-35D68C81797F;20479748102;UNIVERSIDAD SEÑOR DE SIPAN S.A.C.;UNIVERSIDAD SEÑOR DE SIPÁN
70;3030B623-0B75-4927-BD18-7E961D04A2A1;20526917295;UNIVERSIDAD NACIONAL AMAZONICA DE MADRE DE DIOS;UNIVERSIDAD NACIONAL AMAZÓNICA DE MADRE DE DIOS
71;5FFA1F96-8600-409F-9961-6CBF2A1A407C;20479393568;UNIVERSIDAD NACIONAL TORIBIO RODRIGUEZ DE MENDOZA DE AMAZONAS;UNIVERSIDAD NACIONAL TORIBIO RODRÍGUEZ DE MENDOZA DE AMAZONAS
72;83161AE5-9386-433C-9A16-280940593885;20527056579;UNIVERSIDAD NACIONAL MICAELA BASTIDAS DE APURIMAC;UNIVERSIDAD NACIONAL MICAELA BASTIDAS DE APURÍMAC
73;65AD60A1-21B9-401C-A6A7-A6D6D9C6B6AD;20506690928;UNIVERSIDAD PERUANA DE LAS AMÉRICAS;UNIVERSIDAD PERUANA DE LAS AMÉRICAS SAC
74;AFE2E102-7613-45A2-A3FD-A8883B7CA109;20136507720;UNIVERSIDAD ESAN;UNIVERSIDAD ESAN
75;4C70E70F-A2F7-4054-952F-E49F8C76DDF6;20507790179;UNIVERSIDAD ANTONIO RUIZ DE MONTOYA;UNIVERSIDAD ANTONIO RUÍZ DE MONTOYA
76;5189B6D2-21F8-4DA3-B856-7A7C85C00957;20508386258;UNIVERSIDAD PERUANA DE CIENCIAS E INFORMATICA;UNIVERSIDAD PERUANA DE CIENCIAS E INFORMÁTICA
77;C63CA5BA-D59A-45DC-ABD0-2733B22C3578;20505027591;UNIVERSIDAD PARA EL DESARROLLO ANDINO;UNIVERSIDAD PARA EL DESARROLLO ANDINO
78;BAC9C0A1-B811-4D76-8D7A-060C866D8F62;20509342092;UNIVERSIDAD PRIVADA TELESUP S.A.C;UNIVERSIDAD PRIVADA TELESUP S.A.C.
79;46A752E4-8130-45D4-857E-62E0486E808E;20393146657;UNIVERSIDAD NACIONAL INTERCULTURAL DE LA AMAZONIA;UNIVERSIDAD NACIONAL INTERCULTURAL DE LA AMAZONÍA
80;212D9077-2917-46F2-8795-F456D86F1EB1;20491263521;UNIVERSIDAD PRIVADA SERGIO BERNALES S.A.C.;UNIVERSIDAD SERGIO BERNALES S.A.C.
81;69DCFC56-2324-4F67-9FB2-2140E71E0276;20393229862;UNIVERSIDAD PRIVADA DE PUCALLPA;UNIVERSIDAD PRIVADA DE PUCALLPA
84;E42D7037-6B43-4804-9530-F728CA290A64;20527760314;UNIVERSIDAD NACIONAL JOSE MARIA ARGUEDAS;UNIVERSIDAD NACIONAL JOSÉ MARÍA ARGUEDAS
85;31934565-66F3-421B-94A8-15E232FC5004;20482309381;UNIVERSIDAD PRIVADA DE TRUJILLO;UNIVERSIDAD PRIVADA DE TRUJILLO
86;4DCA89CF-1890-403E-B728-3F66924BDC9A;20447893968;UNIVERSIDAD PRIVADA SAN CARLOS;UNIVERSIDAD PRIVADA SAN CARLOS
87;041C2826-178C-4975-9DCC-45D44A6B6501;20507734856;UNIVERSIDAD PERUANA SIMON BOLIVAR;UNIVERSIDAD PERUANA SIMÓN BOLIVAR
88;4238FBF1-ACD6-4251-B17B-A5F8AAC863D4;20518018818;UNIVERSIDAD PERUANA DE INTEGRACION GLOBAL;UNIVERSIDAD PERUANA DE INTEGRACIÓN GLOBAL
89;3C653FFB-576A-47C6-91CE-33EDC3628C3C;20493452755;UNIVERSIDAD PERUANA DEL ORIENTE;UNIVERSIDAD PERUANA DEL ORIENTE S.A.C.
90;C48510CC-D4F2-46BA-811C-136551523999;20449347448;UNIVERSIDAD NACIONAL DE MOQUEGUA;UNIVERSIDAD NACIONAL DE MOQUEGUA
91;2FEF17B1-654B-4FC9-AF8A-C92F5D6E263C;20521449731;UNIVERSIDAD AUTONOMA DEL PERU S.A.C.;UNIVERSIDAD AUTÓNOMA DEL PERÚ S.A.C.
92;C39713B2-59F1-4162-961F-E0E3AAB109E8;20516530767;UNIVERSIDAD DE CIENCIAS Y HUMANIDADES;UNIVERSIDAD DE CIENCIAS Y HUMANIDADES
93;56DA9F5E-E303-4CE7-8352-CC39AD4FD01F;20126009501;UNIVERSIDAD JAIME BAUSATE Y MEZA;UNIVERSIDAD JAIME BAUSATE Y MEZA
94;3BCD49B9-0A8A-4CC3-BD8A-161E6A7E4C29;20480577991;UNIVERSIDAD PRIVADA JUAN MEJIA BACA;UNIVERSIDAD PRIVADA JUAN MEJÍA BACA
95;42E64BD5-976F-42C3-AEB4-6AD6F0894898;20451581016;UNIVERSIDAD PERUANA DEL CENTRO;UNIVERSIDAD PERUANA DEL CENTRO
96;41C13361-4E64-4ECE-9D08-F0D31A8262A1;20516406594;UNIVERSIDAD PRIVADA ARZOBISPO LOAYZA;UNIVERSIDAD PRIVADA ARZOBISPO LOAYZA
97;78F187F1-E88E-42A0-A369-97E3B2D32F04;20524343780;UNIVERSIDAD LE CORDON BLEU;UNIVERSIDAD LE CORDON BLEU
98;53AEA282-4EAA-4C78-968E-14075B638EB9;20541310038;UNIVERSIDAD PRIVADA DE HUANCAYO FRANKLIN ROOSEVELT SOCIEDAD ANONIMA CERRADA;UNIVERSIDAD PRIVADA DE HUANCAYO FRANKLIN ROOSEVELT SOCIEDAD ANÓNIMA CERRADA
99;5C4AB437-FD8B-482E-B7EB-F337940BC622;20487395987;UNIVERSIDAD DE LAMBAYEQUE;UNIVERSIDAD DE LAMBAYEQUE
100;1313728C-DA47-4F7C-9B8D-6C850AB47B02;20537886618;UNIVERSIDAD DE CIENCIAS Y ARTES DE AMERICA LATINA;UNIVERSIDAD DE CIENCIAS Y ARTES DE AMÉRICA LATINA
101;CCEDBAE4-16AB-41B7-BA67-27849D2FBD41;20536280287;UNIVERSIDAD PERUANA DE ARTE ORVAL;UNIVERSIDAD PERUANA DE ARTE ORVAL
102;0EF02456-E172-48C6-A72C-5D64FB326317;20539574559;UNIVERSIDAD CIENCIAS DE LA SALUD;UNIVERSIDAD CIENCIAS DE LA SALUD
104;4BD3C982-E4CC-47D6-820A-18AFBC63C0E9;20494662265;UNIVERSIDAD DE AYACUCHO FEDERICO FROEBEL SAC;UNIVERSIDAD DE AYACUCHO FEDERICO FROEBEL S.A.C.
105;B976BE43-C0B0-409F-87E2-1D5DD258B281;20543974456;UNIVERSIDAD PERUANA DE INVESTIGACION Y NEGOCIOS;UNIVERSIDAD PERUANA DE INVESTIGACIÓN Y NEGOCIOS
106;86C54CEE-6C1B-47C6-A091-918A44DF88CB;20490911503;UNIVERSIDAD PERUANA AUSTRAL DEL CUSCO;UNIVERSIDAD PERUANA AUSTRAL DEL CUSCO
107;559BD72A-622F-4BF2-BD2B-58EE451DEB5D;20537975122;UNIVERSIDAD SAN ANDRES SAC;UNIVERSIDAD SAN ANDRÉS S.A.C.
108;92D2A1F0-593C-4051-9BE2-16119BF55A94;20451481577;UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO;UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO
109;F41EDB5E-09BA-4FA0-91F9-FF1E065CB7F0;20516432161;UNIVERSIDAD PRIVADA JUAN PABLO II;UNIVERSIDAD PRIVADA JUAN PABLO II
110;5897DC51-549F-479F-9CFB-89DA15924F45;20455715483;UNIVERSIDAD AUTONOMA SAN FRANCISCO;UNIVERSIDAD AUTÓNOMA SAN FRANCISCO
111;A9C5BBF1-4303-44DB-B3C7-1B241FFCE5CB;20568019521;UNIVERSIDAD NACIONAL INTERCULTURAL DE LA SELVA CENTRAL JUAN SANTOS ATAHUALPA;UNIVERSIDAD NACIONAL  INTERCULTURAL DE LA SELVA CENTRAL JUAN SANTOS ATAHUALPA
112;572B9AFB-2C6D-40F0-9D45-3A0A2B5E0F52;20526270364;UNIVERSIDAD NACIONAL DE FRONTERA;UNIVERSIDAD NACIONAL DE FRONTERA
113;29507DC1-FB8A-47D3-81CF-64D3E9BEAEB2;20491363402;UNIVERSIDAD NACIONAL DE CAÑETE;UNIVERSIDAD NACIONAL DE CAÑETE
114;9C3A5374-398F-4B60-85BF-874EBFDD56AE;20448261272;UNIVERSIDAD NACIONAL DE JULIACA;UNIVERSIDAD NACIONAL DE JULIACA
115;DFA476C3-4BE3-484F-B997-55651EAF5E8D;20487463737;UNIVERSIDAD NACIONAL DE JAEN;UNIVERSIDAD NACIONAL DE JAÉN
116;04F6C990-85CA-46AF-BA98-80500DDB6823;20481817758;UNIVERSIDAD PRIVADA LEONARDO DA VINCI;UNIVERSIDAD PRIVADA LEONARDO DA VINCI SAC.
117;CCE14828-A3DC-4A2E-9E96-D57848E2DB54;20542068281;UNIVERSIDAD NACIONAL DE BARRANCA;UNIVERSIDAD NACIONAL DE BARRANCA
118;558C990F-4680-4CB6-AD21-9CE24BC23AEE;20545990998;UNIVERSIDAD DE INGENIERIA Y TECNOLOGIA;UNIVERSIDAD DE INGENIERÍA Y TECNOLOGÍA
119;048E2D0F-84C8-4213-BE79-E138788D2F4B;20153408191;MARINA DE GUERRA DEL PERU;ESCUELA NAVAL DEL PERÚ
120;F0D58641-ECCD-4380-BBBD-38DB2725F68B;20529358220;UNIVERSIDAD NACIONAL AUTONOMA DE CHOTA;UNIVERSIDAD NACIONAL AUTÓNOMA DE CHOTA
121;E269F6BD-FE98-4EF6-B8F8-3D72BD8E5BFB;20532857083;UNIVERSIDAD LATINOAMERICANA CIMA;UNIVERSIDAD LATINOAMERICANA CIMA
122;9F6A5C7C-C000-435B-ABB7-590DC8395096;20550807123;UNIVERSIDAD MARIA AUXILIADORA;UNIVERSIDAD MARÍA AUXILIADORA
123;FF1653A1-A4FD-4255-B375-D5B1532B1A55;20456344004;UNIVERSIDAD LA SALLE;UNIVERSIDAD LA SALLE
124;7D0F2AF9-EE30-44E0-9D59-73E1E1A7F8A4;20539406419;UNIVERSIDAD PRIVADA AUTONOMA DEL SUR;UNIVERSIDAD PRIVADA AUTÓNOMA DEL SUR
125;AAFD6D37-AFA0-46A5-A2D7-3C3324400CB4;20487949125;UNIVERSIDAD DE LA AMAZONÍA MARIO PELÁEZ BAZÁN;UNIVERSIDAD DE LA AMAZONÍA MARIO PELÁEZ BAZÁN
126;F4FEB59B-DD81-4E80-B6EB-01E6456F4718;20552902298;UNIVERSIDAD MARITIMA DEL PERU;UNIVERSIDAD MARITIMA DEL PERÚ
127;E8F43AC3-5BBA-4081-ACA2-2D1898B981B2;20145906254;UNIVERSIDAD PRIVADA SISE;UNIVERSIDAD PRIVADA SISE
128;523C561C-0245-45A5-8089-6EBBC5C5E24C;20600006712;UNIVERSIDAD GLOBAL DEL CUSCO;UNIVERSIDAD GLOBAL DEL CUSCO
129;27A921A8-4BCB-43B1-8287-239FD12CC9F7;20552399596;UNIVERSIDAD SANTO DOMINGO DE GUZMAN;UNIVERSIDAD SANTO DOMINGO DE GUZMÁN
130;233ECCBB-76ED-48C1-90EF-CD09C50C9CAE;20564356035;UNIVERSIDAD PRIVADA LÍDER PERUANA;UNIVERSIDAD PRIVADA LÍDER PERUANA
132;BC890567-D724-406E-B15A-9030B07E39E9;20554910891;UNIVERSIDAD PRIVADA PERUANO ALEMANA;UNIVERSIDAD PRIVADA PERUANO ALEMANA
143;F2E81207-D5B1-4D14-9BE2-D69CA15C058F;20602682553;UNIVERSIDAD SEMINARIO BIBLICO DE ANDINO;UNIVERSIDAD SEMINARIO BIBLICO DE ANDINO
144;01AEFC8C-FE9C-427B-92A1-BEACB01D31C3;20147265272;UNIVERSIDAD SAN PEDRO;UNIVERSIDAD SAN PEDRO
146;FC59076B-9F39-4E87-BB16-40FA4C6C552A;20319956043;UNIVERSIDAD CATÓLICA LOS  ÁNGELES DE CHIMBOTE;UNIVERSIDAD CATÓLICA LOS ÁNGELES DE CHIMBOTE
148;57AEFDA8-1923-4700-8E37-898A9C085765;32695874512;UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA;UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA SOCIEDAD ANÓNIMA CERRADA
149;78219FD6-F6C2-46A2-986F-07683A8CE214;497;UNIVERSIDAD CONTINENTAL;UNIVERSIDAD CONTINENTAL
151;38DE054E-7B6C-4BFB-B478-EC9BA1E38D88;20200848048;UNIVERSIDAD JOSE CARLOS MARIATEGUI;UNIVERSIDAD JOSÉ CARLOS MARIÁTEGUI
152;4EFF8E15-D70C-4322-BC02-D34D1F7713D2;20452777399;UNIVERSIDAD AUTONOMA DE ICA SAC;UNIVERSIDAD AUTONOMA DE ICA
179;8D9388AF-06DF-4FFB-9A39-2768FFFD74CB;20254587458;HIDROFILTEC S.A.C.;ESCUELA SUPERIOR DE GUERRA AEREA
202;1027D04D-A3D4-437A-99AD-B41A33D87477;20528336125;UNIVERSIDAD PRIVADA DE LA SELVA PERUANA;UNIVERSIDAD PRIVADA DE LA SELVA PERUANA
204;4A800DCE-D793-40B7-8BD5-83FD8B006F72;20451372794;ASOCIACION CULTURAL ORIENTE PERUANO ACOP;ASOCIACION CULTURAL ORIENTE PERUANO ACOP
205;C7CA74DE-8014-416C-83DE-EA6A21137F8B;20533194088;ASOCIACION CIVIL PROMOTORA DE LA UNIVERSIDAD PRIVADA DE TACNA;ASOCIACION CIVIL PROMOTORA DE LA UNIVERSIDAD PRIVADA DE TACNA
206;B77C9A45-875B-49E0-955D-286AB3059381;20600352068;AMERICAN PONTIFICAL CATHOLIC UNIVERSITY PERÚ S.A.C.;AMERICAN PONTIFICAL CATHOLIC UNIVERSITY PERÚ S.A.C.
207;FBD5D322-20ED-4969-B278-4ADBEAEFB900;77777777744;UNIVERSIDAD POLITÉCNICA AMAZÓNICA S.A.C.;UNIVERSIDAD POLITÉCNICA AMAZÓNICA S.A.C.
209;9E98504D-33DF-4503-9E64-04435D0BADA8;20600568281;APC UNIVERSITY AYACUCHO;APC UNIVERSITY AYACUCHO S.A.C.
210;32357F57-4E44-4E3D-A0F1-B043503477D1;20445222926;ASOCIACIÓN DE PROMOTRES DE SERVICIOS EDUCATIVOS VECKOR;ASOCIACION DE PROMOTORES DE SERVICIOS EDUCATIVOS VECKOR
211;E2A00F71-9B15-4AC9-A39D-476518935F35;20481249415;CONSORCIO EDUCATIVO LOS ARCANGELES S.A.C.;CONSORCIO EDUCATIVO LOS ARCANGELES S.A.C.
212;FC69039C-3DB5-470F-936B-CF472C660D50;21023131032;UNIVERSIDAD PRIVADA DEL NORTE;UNIVERSIDAD PRIVADA DEL NORTE S.A.C.
213;EAC1773F-B625-4CB1-85CB-96EF67A535F3;20132010321;ASOCIACIÓN NACIONAL DE MÉDICOS RESIDENTES DEL PERU;UNIVERSIDAD PRIVADA CÉSAR VALLEJO
214;1160C5E7-02C1-4506-809B-5F78CC227469;20601050251;ASOCIACIÓN EDUCATIVA GRENDAL COLLEGE;ASOCIACIÓN EDUCATIVA GRENDAL COLLEGE
215;B749CB54-9620-41B6-A451-E5BA5C42BFA3;20600565207;APC UNIVERSITY PONTIFICIA UNIVERSIDAD CATOLICA AMERICANA S.A.C;APC UNIVERSITY PONTIFICIA UNIVERSIDAD CATOLICA AMERICANA S.A.C
216;0D5C121A-0421-4FD4-8BC3-650EFDE7B2FD;20534551313;GRUPO EDUCATIVO UNIVERSIDAD PRIVADA DE ICA S.A.C.;GRUPO EDUCATIVO UNIVERSIDAD PRIVADA DE ICA S.A.C.
217;B5838B5E-700A-4F27-AE8B-7BA1C09780DC;20523838467;CENTRO PERUANO DE FORMACIÓN E INVESTIGACIÓN CONTINUA;CENTRO PERUANO DE FORMACIÓN E INVESTIGACIÓN CONTINUA
218;30FDC618-0F98-4E3B-9FD6-FB94B592EC0F;20164113532;UNIVERSIDAD CESAR VALLEJO;UNIVERSIDAD CÉSAR VALLEJO S.A.C.
219;68C9415A-90F0-4AE3-988C-BF4E30991C4A;20533028234;ESCUELA DE POSGRADO NEWMAN S.A.C;ESCUELA DE POSGRADO NEWMAN S.A.C
223;662158C7-1154-47E1-B4FD-79BB3448AC06;2045361131;ASOCIACIÓN PERUANA DE CIENCIAS JURÍDICAS Y CONCILIACIÓN;Asociación Peruana de Ciencias Jurídicas y Conciliación
